BirthYear,Sex,LicenseYear,CarBrand,CarType,CarYear,CarEngine,EngineCap,CarValue,AssistanceYears,Accidents,NextAccident
1959,1,36.4854,3,3,2010,1342,139,53550,23.0741,0,1
1987,0,2.0825,2,1,2009,2174,175,71600,0.0833,3,0
1967,0,27.8222,9,1,2010,2206,130,55150,14.3276,1,0
1984,1,10.2459,9,3,2006,1562,107,33800,4.0817,2,0
1987,1,12.5783,3,3,2013,1468,113,55950,5.9143,1,0
1984,0,14.8274,3,3,2001,1606,122,32250,13.8278,1,1
1968,1,1.9992,2,2,2012,1734,264,47350,1.3328,2,0
1982,1,8.9964,3,1,2013,1662,150,50900,3.1654,2,1
1969,1,12.7449,2,1,2012,1930,160,59450,2.7489,1,0
1988,0,6.664,8,2,2010,1436,116,71250,1.4161,2,1
1959,1,15.7437,5,3,2010,2010,169,64950,5.2479,0,0
1982,1,11.7453,1,2,2005,1554,137,31450,8.4966,1,0
1987,0,6.4974,2,1,2012,1760,275,69000,3.9151,2,0
1970,1,24.2403,5,3,2007,1844,234,35050,15.4938,0,0
1995,1,2.6656,5,2,2011,1666,139,51600,2.2491,0,0
1985,1,2.7489,8,1,2012,2172,208,56450,1.9992,0,1
1990,1,9.2463,3,1,2012,1952,123,62000,6.0809,0,0
1991,1,7.0805,4,2,2005,1500,126,36000,4.2483,0,0
1972,1,7.5803,4,3,2003,1616,124,31150,6.2475,0,0
1979,1,16.9932,9,2,2005,1336,111,32050,3.9151,1,1
1992,0,8.5799,5,1,2005,1972,138,32500,2.499,1,0
1977,0,22.5743,9,2,2005,1284,92,30450,7.4137,0,0
1978,1,9.5795,2,2,2008,1490,124,32200,2.8322,0,0
1977,1,16.7433,4,2,2013,1430,141,53550,3.4986,2,1
1990,0,9.4129,4,4,2010,1978,260,43150,7.7469,0,0
1987,0,13.6612,5,4,2010,1942,171,44850,2.5823,0,0
1995,1,0.2499,3,3,2009,1308,99,50300,0,0,0
1988,0,6.0809,8,3,2011,1670,193,51600,3.1654,1,0
1982,1,12.1618,9,3,2010,1468,121,51700,7.4137,0,0
1988,0,13.0781,2,1,2013,1726,241,57050,3.9151,3,1
1994,0,7.4137,2,2,2010,1330,138,60900,4.6648,0,0
1992,1,4.8314,1,3,2012,1536,117,56850,0.4998,0,0
1992,1,2.3324,5,4,2011,2074,201,55900,0.3332,0,0
1974,0,18.8258,8,3,2013,1188,103,48450,13.6612,1,0
1988,0,12.2451,2,2,2003,1416,94,34650,5.5811,0,0
1974,0,13.2447,9,3,2012,1860,157,68050,7.8302,1,0
1992,0,8.5799,4,3,2011,1550,92,50500,4.165,0,1
1976,1,24.0737,1,2,2011,1432,112,41400,3.8318,0,0
1981,0,11.3288,9,2,2013,1310,101,66500,7.1638,1,0
1975,1,13.328,3,1,2013,2066,145,56550,8.8298,1,0
1995,1,6.0809,9,1,2006,1712,191,36100,4.165,2,0
1971,1,10.4958,1,2,2010,1508,127,55000,9.2463,2,0
1989,1,11.4954,9,2,2013,1432,111,46550,9.4962,0,1
1964,1,30.7377,3,3,2008,1396,136,38500,21.658,0,0
1955,1,13.6612,5,1,2013,1998,257,59650,3.4986,3,0
1971,1,6.9139,8,2,2008,1540,108,31200,4.8314,1,0
1975,1,5.9976,3,3,2012,1200,101,72200,2.0825,0,0
1959,0,35.3192,2,2,2004,1102,105,30150,21.7413,1,0
1972,1,12.8282,2,2,2011,1514,144,65350,4.998,2,0
1964,1,25.5731,5,2,2013,1102,103,76300,12.9115,1,0
1954,1,34.9027,9,3,2012,1222,94,44400,16.8266,1,0
1973,0,15.2439,4,4,2012,1648,152,57850,8.5799,0,0
1985,0,8.0801,7,1,2013,2316,183,61150,2.5823,0,0
1968,0,4.5815,4,1,2011,1750,171,67550,1.4161,1,0
1964,0,35.0693,4,2,2008,1340,98,32550,21.658,0,0
1983,1,2.0825,8,1,2006,2022,220,31300,1.0829,1,1
1981,0,4.9147,9,1,2012,2192,200,49000,1.5827,3,0
1982,0,11.1622,9,1,2007,1996,179,35400,1.9159,1,0
1977,1,12.2451,4,3,2011,1684,317,73350,9.7461,0,0
1985,0,12.5783,3,1,2011,1680,119,55600,8.1634,1,0
1973,0,21.8246,3,1,2013,2076,186,48700,11.9119,2,0
1964,0,33.1534,2,2,2008,2292,115,35000,3.9984,0,0
1971,1,8.9964,4,3,2010,1466,95,54950,6.9139,0,0
1980,1,6.0809,9,1,2000,2020,166,32300,1.1662,0,0
1995,1,3.2487,5,2,2002,1608,113,34050,1.5827,0,0
1977,1,17.7429,3,3,1999,1310,143,34950,15.6604,3,0
1989,0,9.4962,3,3,2013,1626,113,50250,2.2491,1,0
1985,1,14.4942,5,3,2008,1400,109,34750,5.6644,0,0
1995,1,4.4982,4,2,2009,1490,133,55150,2.0825,1,1
1972,0,22.9908,1,2,2013,1330,95,67600,12.9115,1,0
1981,1,13.9111,5,3,2008,1486,110,34100,6.9139,2,0
1992,0,7.9968,1,4,2013,2000,189,79150,5.1646,0,0
1955,1,18.0761,8,3,2011,1580,120,59150,11.4121,3,0
1977,0,10.3292,2,2,2013,1188,87,44600,3.5819,0,0
1976,0,22.9908,4,4,2001,1788,186,31350,2.5823,0,1
1978,1,9.6628,5,2,2012,1374,131,42150,5.5811,2,1
1984,1,14.5775,4,2,2012,1322,115,68450,5.2479,1,0
1967,0,25.4898,8,2,2009,1394,112,40750,10.0793,3,1
1984,1,10.0793,3,2,2009,1198,105,59450,3.4986,0,1
1989,0,12.5783,2,2,2004,1648,166,37600,3.2487,1,0
1975,0,14.3276,7,4,2012,1812,216,66150,12.2451,2,0
1993,1,4.6648,4,2,2011,1158,85,64200,2.6656,0,1
1968,1,9.2463,5,2,2013,1388,93,61950,7.4137,3,0
1978,0,8.4966,1,3,2008,1452,118,30500,0.5831,0,1
1985,1,12.7449,8,3,2010,1476,134,44950,4.5815,1,0
1968,1,3.332,8,3,2007,1534,149,30950,0.5831,2,0
1990,0,6.1642,3,4,2010,1798,204,57850,5.3312,1,1
1961,1,5.5811,2,3,2012,1176,77,45350,2.6656,0,0
1979,1,11.5787,4,1,2011,1676,111,47450,7.3304,2,0
1979,0,11.8286,1,4,2012,1964,174,67850,8.2467,0,0
1979,0,9.7461,7,2,2012,1326,124,57350,9.0797,1,1
1967,1,21.4081,9,3,2004,1116,88,37100,18.1594,1,0
1973,1,8.7465,9,3,2012,1436,145,49950,4.0817,2,1
1971,0,8.33,2,3,2004,1346,144,32700,2.1658,2,1
1986,1,1.7493,4,2,2012,1314,117,61100,1.3328,2,0
1979,0,20.7417,1,1,2011,1802,180,53200,12.0785,2,0
1995,0,3.2487,2,2,2011,1228,97,51850,2.3324,0,0
1955,0,27.7389,3,4,2012,2174,156,43350,12.2451,1,0
1988,1,11.1622,2,3,2004,1598,92,35550,6.1642,0,0
1960,1,9.7461,8,2,2012,1914,174,54650,4.0817,1,0
1991,1,6.3308,3,2,2005,1136,86,39200,4.5815,3,0
1992,1,6.664,5,3,2008,1960,129,34050,1.7493,3,0
1977,1,14.9107,3,3,2009,1452,124,50750,12.9115,3,0
1986,1,15.6604,3,2,2005,1930,178,30500,3.6652,0,0
1994,1,6.9139,4,2,2006,2130,227,31950,3.6652,0,0
1973,0,17.9928,2,2,2013,1204,129,58500,9.9127,0,0
1973,1,28.2387,2,2,2011,1220,94,68100,11.3288,0,0
1984,1,11.4954,4,2,2013,1826,111,63200,7.6636,1,0
1976,0,15.827,2,2,2013,1180,75,75250,14.4109,3,0
1989,1,9.6628,3,3,2006,1536,145,37750,3.6652,0,1
1983,1,9.7461,4,2,2012,1424,103,50800,4.8314,1,0
1991,0,5.9143,3,2,2001,1404,131,36650,2.8322,2,0
1963,0,17.2431,3,3,2009,1114,75,59700,14.4109,1,0
1970,1,8.33,2,3,1998,1846,170,31750,7.6636,0,1
1956,1,32.8202,3,3,2012,1602,112,63100,15.5771,2,0
1983,0,14.994,3,3,2009,1264,108,46000,4.5815,1,0
1988,1,4.2483,9,2,2011,1266,121,69100,3.2487,0,0
1992,0,5.0813,1,3,2012,1296,112,59600,1.7493,1,1
1991,0,3.4153,5,3,2010,1692,205,70400,1.1662,0,0
1994,0,3.5819,2,2,2013,1354,102,60750,1.3328,1,0
1964,0,16.1602,2,3,2012,1434,127,60450,0.6664,0,0
1978,1,10.3292,5,2,2012,1610,151,66050,5.9143,0,0
1973,1,8.7465,2,3,2013,1188,99,50350,5.1646,1,0
1947,0,7.0805,4,3,2003,1582,143,33650,6.9972,2,0
1976,0,24.8234,3,3,2009,1490,127,65400,14.2443,2,0
1985,0,11.7453,3,1,2010,1956,173,56100,7.1638,0,0
1993,1,4.9147,4,3,2005,1506,139,30450,2.8322,3,1
1951,1,26.7393,8,3,2011,1398,117,58500,18.0761,1,0
1978,1,12.9115,8,2,2009,1290,103,61150,3.4153,0,1
1993,1,1.2495,3,2,2013,1414,130,45800,0.7497,1,0
1961,0,12.5783,1,2,2012,1330,118,47000,7.9968,0,0
1994,1,5.1646,8,3,2013,1496,134,65300,4.998,0,0
1964,0,21.0749,5,2,2008,1396,110,32500,15.2439,1,0
1973,1,20.6584,9,3,2007,1124,87,31650,16.0769,0,1
1957,0,42.0665,9,1,2001,1842,114,36100,12.9948,1,0
1975,1,22.5743,5,1,2013,1704,170,68600,1.3328,0,0
1994,0,6.2475,8,2,2006,1406,147,37200,4.998,2,1
1966,1,26.9059,2,2,2013,1158,98,57000,22.5743,1,0
1984,0,4.3316,1,3,1998,1360,105,35950,0.5831,2,0
1963,1,35.4858,4,3,2010,1278,91,61250,34.2363,2,0
1991,1,8.5799,1,3,2008,1218,107,34000,1.3328,2,0
1978,0,19.159,8,2,2007,1792,131,30500,7.5803,0,0
1987,1,7.1638,2,3,2010,1264,105,51650,0.5831,1,0
1981,1,13.9111,5,3,2013,1514,144,59000,6.1642,0,0
1990,1,5.6644,4,1,2013,1872,115,51100,2.4157,2,0
1988,1,7.497,4,3,2008,1488,110,32250,4.9147,1,1
1978,1,7.0805,5,2,2012,1142,100,61850,4.6648,0,0
1989,1,8.33,8,3,2010,1366,139,52100,4.4982,1,0
1989,1,4.8314,4,1,2011,1880,150,66800,2.499,1,1
1992,0,6.8306,7,3,2011,1270,139,59150,2.1658,2,0
1969,0,4.6648,8,3,2004,1570,135,37500,2.8322,2,0
1993,1,6.9972,5,3,2005,1150,102,31800,3.4153,2,0
1988,0,4.7481,5,1,2005,1782,229,32650,3.4986,1,0
1987,0,13.6612,8,4,2013,2098,151,66000,4.0817,0,0
1968,1,15.2439,9,3,2013,1636,281,61650,9.4962,0,0
1969,1,24.3236,8,3,2010,1272,100,56300,17.4097,0,0
1981,1,12.9115,5,3,2007,1472,138,31550,5.3312,2,0
1988,1,11.4121,9,3,2013,1856,157,45550,2.5823,1,0
1973,1,12.495,4,2,2008,1462,104,33800,5.0813,0,1
1969,0,14.7441,1,1,2010,1920,131,40550,6.4141,0,1
1994,1,7.9135,3,3,2010,1560,112,47050,1.9992,2,1
1992,0,7.4137,3,1,2008,1688,183,32750,4.998,0,0
1988,0,4.998,2,1,2007,1746,192,36750,2.7489,1,1
1966,1,23.6572,1,3,2013,1546,149,43700,12.1618,1,1
1980,0,13.4113,3,2,2003,1310,104,31350,4.4982,1,0
1990,0,7.9968,5,4,2009,1944,206,46650,5.4978,1,0
1965,1,21.8246,8,2,2010,1214,94,66500,9.0797,2,0
1994,1,2.5823,4,4,2012,1826,171,55500,0.9163,0,0
1959,0,7.5803,4,3,2012,1264,117,43000,2.4157,0,0
1966,0,35.2359,9,1,2013,1718,227,41700,21.658,0,1
1954,1,33.9031,2,3,2010,1996,145,64200,31.9039,0,1
1975,0,13.4946,9,4,2013,1678,204,42950,1.3328,2,0
1964,0,32.6536,2,3,2012,1606,131,71100,15.4105,2,0
1980,0,17.9095,5,1,2004,1976,129,34250,2.4157,0,1
1977,1,3.8318,5,4,2005,1602,158,31250,1.8326,4,0
1992,0,2.8322,6,1,2010,2374,198,67450,1.1662,0,0
1962,0,23.324,5,2,2006,1630,199,33500,15.9103,0,0
1978,1,18.6592,2,3,2011,1184,75,58000,3.7485,1,0
1983,1,8.7465,3,2,2007,1854,266,32050,5.0813,0,1
1979,1,19.4922,9,2,2011,1382,102,44400,12.6616,0,0
1977,0,8.5799,1,3,2007,1258,110,31350,3.2487,0,0
1987,0,7.9968,8,3,2012,1348,105,74150,5.5811,2,0
1962,0,23.5739,1,4,2005,1876,138,31700,18.7425,1,0
1975,1,16.7433,1,3,2011,1116,92,43800,11.662,3,0
1983,1,11.9119,3,4,2004,1720,171,31100,4.4149,3,0
1978,1,13.328,5,2,2012,1440,111,62100,6.9972,1,0
1989,1,12.7449,5,3,2008,1448,133,36000,1.9159,0,0
1989,0,3.1654,6,3,2012,1282,136,50700,0.6664,0,0
1985,0,13.1614,4,2,2013,1278,111,49350,7.9968,2,0
1971,0,25.6564,7,3,2011,1222,129,55250,3.4986,0,0
1983,1,12.7449,3,3,2013,1634,114,49100,11.662,0,0
1993,0,8.0801,4,4,2012,1836,136,55550,4.5815,0,0
1975,1,0.2499,5,1,2012,2026,136,60850,0.1666,1,0
1987,0,8.33,2,3,2013,1844,125,42750,7.2471,0,0
1990,0,6.7473,5,2,2011,1468,137,51200,0.9163,0,0
1965,0,16.9099,4,3,2011,1806,117,66200,7.9135,0,0
1975,1,16.66,5,3,2005,1216,146,33600,13.4946,0,1
1961,1,14.8274,4,2,2009,1516,132,45000,8.1634,0,1
1950,1,29.0717,2,3,2009,1688,152,49450,11.2455,0,1
1987,0,5.0813,3,2,2007,1660,164,32800,0.5831,2,1
1973,1,24.9067,2,2,2001,1340,141,36100,13.4946,1,1
1954,1,21.5747,2,2,2008,1716,211,36800,17.3264,1,1
1969,0,15.2439,2,3,2006,1518,119,36750,9.3296,1,0
1985,0,13.4113,8,2,2001,1350,93,30350,9.2463,1,0
1984,1,10.2459,5,3,2002,1714,241,38600,6.4974,0,0
1989,1,6.2475,3,3,2013,1208,145,47350,3.4153,1,0
1984,0,6.4974,3,4,2010,1764,220,54450,0.0833,1,1
1973,0,23.6572,2,3,2013,1642,207,63100,11.2455,1,0
1982,0,15.9936,2,3,2012,1772,149,53050,6.8306,0,0
1975,1,9.996,2,1,2000,1636,221,33750,5.0813,0,0
1984,1,4.7481,8,1,2013,1972,171,64100,2.6656,1,0
1974,0,11.9952,8,1,2008,1692,139,30300,4.8314,2,0
1988,0,7.2471,4,3,2011,1314,119,68350,5.6644,2,0
1977,1,9.8294,2,2,2010,1622,210,61050,0.6664,0,0
1978,0,3.2487,4,2,2012,1542,126,56150,1.3328,1,0
1985,1,9.9127,5,2,2011,1814,112,59350,2.4157,1,0
1978,1,17.0765,5,2,2008,1154,98,32150,11.9952,0,0
1952,0,31.9039,4,3,2013,1342,98,46000,22.0745,1,0
1986,0,9.6628,2,2,2010,1240,104,62650,6.5807,2,0
1979,1,14.7441,3,3,2008,1652,171,32850,12.495,3,0
1985,1,4.165,9,3,2011,1392,122,68700,2.9155,1,0
1983,0,10.9956,9,4,2007,2216,139,31650,5.2479,1,0
1979,0,6.1642,5,2,2007,1276,137,31200,4.4149,2,0
1987,1,11.4954,8,4,2011,1868,130,46600,2.6656,1,1
1979,1,18.5759,5,1,2007,1932,163,37450,14.4942,2,1
1973,0,20.9083,3,4,2013,1896,153,63800,7.3304,0,0
1970,1,28.4886,9,2,2005,1684,158,32600,11.1622,2,1
1967,0,4.165,5,1,2010,2204,174,57700,1.9992,0,0
1979,1,19.4089,2,3,2006,1250,146,31050,14.0777,3,0
1962,1,22.1578,5,3,2013,1586,126,74950,12.7449,0,0
1985,0,9.996,4,1,2010,1634,161,73600,1.9159,1,0
1990,1,6.1642,5,2,2012,1210,100,57900,5.2479,1,0
1985,0,3.8318,4,4,2011,1804,137,43150,1.9992,0,0
1979,1,6.7473,4,2,2003,1528,115,30900,3.8318,2,0
1991,0,6.0809,9,4,2013,1892,121,52250,2.6656,1,0
1986,0,14.0777,1,4,2010,1882,167,54650,3.5819,0,0
1986,0,5.4978,5,3,2008,1210,139,35500,2.499,2,0
1977,0,13.1614,3,4,2008,2178,205,31550,2.7489,0,0
1965,1,36.7353,9,3,2007,1402,99,34150,14.994,1,0
1979,0,15.6604,1,1,2010,1942,229,44250,9.6628,0,0
1987,0,14.8274,5,4,2013,1964,202,46500,7.8302,2,0
1988,0,4.165,4,1,2012,1894,167,68600,2.7489,0,0
1988,1,13.5779,8,3,2013,1676,153,76100,13.4113,1,0
1973,1,14.7441,4,3,2011,1544,122,40450,5.4978,1,1
1980,1,10.9956,2,1,2012,1634,121,47500,4.165,1,0
1948,1,20.9916,1,2,2008,1588,106,34150,7.4137,2,0
1963,0,24.2403,3,2,2012,1468,93,48000,12.4117,1,0
1955,1,26.1562,3,3,2012,1452,109,60600,3.7485,1,0
1986,1,5.7477,5,3,2008,1242,138,31200,1.8326,0,0
1962,1,20.9916,3,3,2011,1500,109,73500,10.2459,1,0
1981,1,11.7453,4,3,2007,1306,93,36900,10.6624,1,1
1974,0,20.3252,5,4,2013,2176,166,46600,3.2487,1,0
1988,1,5.2479,4,1,2009,1862,116,45300,1.5827,0,1
1980,0,9.9127,8,4,2012,1680,270,51300,2.6656,1,1
1983,1,11.4121,4,2,2008,1172,89,34250,10.1626,0,1
1972,1,14.0777,4,3,2003,1416,95,31750,12.495,3,0
1981,1,7.9968,3,3,2011,1426,126,54350,1.666,1,0
1975,0,13.4113,3,1,2007,1762,175,32150,6.9139,0,0
1986,1,4.6648,5,2,2011,1346,145,41450,0.1666,2,0
1986,1,10.9956,2,2,2012,1286,128,46650,1.8326,1,0
1990,0,10.1626,8,4,2006,2136,163,31750,9.4962,0,0
1982,1,7.1638,4,2,2009,1262,106,73500,1.3328,1,0
1978,0,15.0773,8,1,2012,2028,172,62200,11.2455,0,0
1980,1,14.994,5,3,2013,1588,129,66400,10.9123,2,0
1946,1,22.7409,3,2,2010,1126,79,65050,16.7433,2,0
1985,1,6.1642,4,2,2004,1560,103,32300,2.2491,3,0
1990,0,4.5815,8,2,2013,1448,99,51850,1.3328,2,1
1990,0,8.33,4,1,2009,1648,125,41800,1.5827,3,0
1976,1,20.2419,3,1,2010,1984,186,69650,12.4117,3,0
1986,1,12.0785,4,4,2008,1712,226,38250,11.7453,1,1
1962,0,29.155,1,1,2011,1732,292,53400,3.2487,3,0
1973,1,15.0773,4,3,2012,1578,112,51750,3.4153,2,0
1994,1,2.1658,5,4,2013,1680,113,56100,1.9992,0,0
1985,1,8.2467,9,3,2013,1592,123,72650,4.2483,1,1
1968,1,8.4133,3,4,2011,2004,141,42600,5.4145,0,0
1967,1,29.9047,1,3,2012,1916,123,62700,23.1574,1,0
1971,1,27.8222,4,2,2010,1232,145,42450,13.8278,0,0
1978,1,5.1646,9,2,2010,1232,140,57100,4.165,1,0
1979,1,22.491,1,2,2005,1380,139,36750,14.8274,0,0
1993,1,4.8314,2,1,2013,1870,211,60900,2.9988,1,0
1987,0,7.9135,3,3,2012,1140,97,71100,4.9147,0,0
1991,0,7.497,3,2,2013,1144,105,50100,3.6652,0,1
1982,1,13.9111,3,1,2008,1706,126,35700,9.4129,3,0
1986,1,11.0789,5,2,2012,1822,141,70050,4.165,1,0
1977,0,18.4926,2,3,2012,2024,125,50750,7.3304,3,0
1972,1,25.4065,8,3,2012,1748,188,46050,12.4117,0,0
1966,1,14.994,4,2,2005,1480,105,36750,7.2471,0,0
1992,1,4.4149,5,1,2013,1760,151,47450,3.4153,2,0
1957,0,33.0701,4,3,2012,1298,132,47700,21.1582,2,0
1987,1,9.996,8,1,2008,1702,213,32450,7.7469,2,0
1973,1,12.2451,8,3,2008,1496,98,35450,3.8318,2,0
1979,1,17.3264,3,3,2011,1158,98,60600,10.3292,1,0
1989,0,7.9968,2,1,2013,1918,120,74600,0.4165,0,0
1979,0,10.7457,2,4,2012,1736,173,46800,7.4137,0,0
1967,1,27.4057,4,3,2011,1536,128,57850,14.0777,0,0
1978,1,15.4105,2,4,2009,2202,158,53600,7.0805,2,0
1994,0,5.3312,5,4,2008,1778,119,33600,2.4157,0,0
1987,1,9.3296,2,3,2013,1796,211,60550,8.9964,4,0
1973,0,4.8314,6,1,2007,2036,155,32600,3.4153,0,1
1980,1,13.5779,4,3,2012,1578,138,64850,6.2475,2,1
1977,1,15.1606,3,3,2013,1360,91,52400,13.4113,2,0
1978,1,9.4129,2,3,2010,1374,143,65950,2.9155,0,0
1995,1,5.4978,2,1,2012,1680,291,42650,2.499,2,0
1976,0,18.9924,8,2,2012,1504,96,60750,1.4994,0,0
1969,0,8.1634,5,2,2009,1316,133,50550,4.165,2,0
1985,0,10.1626,1,1,2011,2520,168,64550,7.7469,0,0
1978,0,19.5755,9,2,2007,1264,96,30250,12.2451,2,0
1975,0,13.7445,3,1,2012,1798,133,50100,7.9135,0,1
1992,1,4.5815,6,2,2013,1834,259,75600,3.5819,1,0
1951,1,29.6548,5,2,2006,1810,323,36750,12.0785,3,0
1971,0,6.9139,8,4,2013,1796,125,45200,2.7489,3,0
1967,1,15.2439,3,3,2003,1688,198,33750,11.4121,2,0
1960,1,20.4085,3,2,2004,1638,173,34400,10.9123,0,1
1974,0,7.9968,1,3,2007,1892,276,35050,7.2471,0,0
1957,1,28.5719,2,1,2012,1662,148,50700,25.7397,1,0
1973,0,23.4906,2,2,2009,1526,140,57550,7.497,1,0
1981,1,4.5815,3,3,2011,1568,146,58300,2.1658,0,0
1995,0,4.165,8,3,2009,1330,109,51250,1.4994,1,0
1977,1,23.2407,1,1,2012,2244,154,63900,13.2447,1,0
1965,0,19.159,8,4,2011,2006,224,56250,4.5815,1,1
1980,1,12.1618,2,1,2008,2002,124,32150,4.5815,2,0
1960,1,28.6552,2,3,2013,1676,122,44300,1.5827,0,0
1969,1,17.7429,8,4,2011,1664,211,56500,15.4105,0,0
1994,0,5.0813,9,4,2006,2136,175,34150,2.4157,1,0
1985,0,12.7449,1,4,2013,2070,265,56200,5.7477,0,0
1978,1,9.8294,5,3,2010,1450,122,46150,3.0821,0,0
1993,0,4.2483,1,1,2010,2250,123,69400,0.4165,0,0
1995,0,0.833,6,3,2013,1450,137,59550,0.3332,1,0
1982,1,15.4938,4,2,2011,1334,101,43350,6.3308,0,0
1965,1,17.9095,8,3,2011,1646,127,79400,13.1614,1,0
1995,0,2.5823,9,1,2012,1868,123,50950,1.2495,0,0
1984,1,17.5763,9,2,2012,1682,245,47300,10.9123,5,0
1970,1,27.7389,4,2,2012,1284,101,50600,11.1622,0,0
1981,0,10.2459,2,4,2006,1846,191,31750,3.332,1,1
1973,1,11.3288,2,3,2002,1518,98,34500,4.2483,1,0
1957,1,24.7401,4,2,2010,1602,144,58800,19.4922,1,1
1983,1,5.831,5,2,2004,1542,111,32000,2.4157,2,0
1966,1,21.9912,9,2,2013,1198,92,61500,1.4994,5,0
1978,0,21.2415,2,4,2011,1714,112,51700,17.8262,1,0
1989,0,5.831,4,2,2008,1214,125,36100,0.4165,0,0
1992,1,8.9131,3,2,2012,1944,193,62000,6.1642,0,0
1982,0,9.4962,1,1,2012,2058,173,51600,3.7485,1,0
1971,0,21.658,2,1,2002,1882,141,31300,9.996,2,0
1974,1,25.5731,2,2,2008,1322,124,34450,23.4073,2,0
1974,0,20.6584,7,4,2012,1730,118,63700,15.3272,0,0
1966,1,7.2471,4,3,2012,1402,97,60300,1.1662,1,0
1984,0,7.9968,7,1,2003,2056,121,34600,6.4141,0,0
1979,1,6.3308,4,3,2001,1886,133,34750,4.9147,0,0
1984,0,14.2443,4,1,2008,1934,141,34400,2.1658,4,1
1989,1,6.5807,5,1,2010,1698,128,60750,2.3324,0,0
1954,1,32.1538,4,3,2008,1508,99,35400,23.6572,0,0
1979,0,10.4958,8,4,2011,2120,234,52150,3.8318,2,1
1965,1,14.4942,1,2,2008,1290,106,38000,10.1626,0,0
1971,0,18.4926,2,4,2012,1950,121,58650,12.9948,3,0
1989,0,1.0829,7,2,2013,1716,148,49300,0.9996,1,1
1975,1,15.1606,5,3,2012,1114,91,66100,12.2451,2,0
1982,1,0.1666,9,4,2013,1688,192,49850,0.0833,4,0
1975,0,12.4117,3,1,2009,1980,254,54200,9.5795,0,0
1986,0,13.6612,9,2,2012,1360,137,64600,7.4137,2,1
1976,1,10.2459,5,2,1999,1870,158,30550,1.4994,2,0
1994,0,5.2479,8,3,2008,1216,96,31500,2.9988,1,0
1992,1,8.7465,4,4,2009,1816,238,50450,6.0809,1,1
1988,0,11.1622,1,3,2007,1314,103,33000,5.3312,0,0
1984,1,17.3264,9,2,2013,1572,129,51600,10.5791,0,0
1990,0,7.0805,2,2,2005,1286,94,30100,6.8306,0,0
1993,1,7.8302,4,1,2005,1968,153,34900,1.9159,1,0
1994,0,2.9155,4,4,2013,1894,178,54700,2.4157,2,0
1977,1,16.7433,1,4,2005,2440,172,34550,4.7481,0,0
1986,1,7.1638,1,3,2012,1376,103,41950,2.3324,2,0
1974,0,10.3292,3,3,2006,1612,247,30850,1.9992,1,0
1985,1,8.9964,2,3,2010,1464,103,44800,1.9992,4,0
1966,0,15.9936,3,3,2008,1346,130,32250,8.9964,0,1
1964,0,6.5807,1,2,2009,1296,98,50650,2.5823,0,0
1972,1,13.5779,7,4,2002,1708,248,31450,9.8294,1,1
1983,0,9.996,4,2,2004,1142,90,33000,8.33,1,0
1990,0,4.8314,9,1,2008,1800,183,34300,2.2491,2,0
1965,1,28.4886,5,2,2013,1732,152,48850,24.8234,2,0
1980,0,19.6588,3,3,2010,1500,119,61450,10.829,1,0
1962,1,16.4101,2,2,2007,1146,98,31200,8.33,1,0
1983,0,11.0789,1,3,2012,1436,116,66500,7.0805,0,0
1970,0,18.7425,2,2,2007,1858,161,33150,8.4133,1,0
1994,1,3.4986,1,3,2012,1352,139,45300,1.7493,2,0
1995,1,3.1654,5,4,2010,2036,262,62800,2.3324,2,0
1965,1,13.7445,8,3,2007,1360,117,36750,5.4145,0,0
1973,1,18.8258,3,2,2010,1298,108,44000,2.1658,0,0
1972,1,17.7429,3,4,2008,1712,119,34600,15.5771,0,0
1980,1,19.4089,2,3,2008,1172,75,33150,5.0813,3,0
1968,1,15.5771,8,2,2010,1342,109,58950,2.9988,0,0
1978,0,6.4141,2,4,2011,1944,112,49500,5.4145,0,0
1973,1,13.6612,9,3,2013,1336,104,67450,9.2463,0,0
1962,0,23.9904,5,3,2006,1126,81,31900,23.1574,0,0
1974,0,9.163,5,1,2013,1970,162,59000,3.2487,0,0
1982,1,9.9127,5,3,2004,1616,138,35400,7.3304,0,0
1972,1,11.1622,5,4,2013,1930,187,47950,3.4986,1,0
1995,0,0.9163,2,3,2009,1218,147,73650,0.4998,2,0
1977,0,14.5775,4,3,2011,1378,137,54450,11.9119,0,0
1948,0,20.825,3,4,2011,1790,184,46550,4.7481,1,0
1955,0,26.3228,9,3,2012,1586,146,51550,1.3328,1,0
1982,1,10.2459,9,2,2007,1292,123,32000,4.998,0,1
1968,1,1.5827,6,4,2011,1648,267,58850,1.1662,1,0
1994,1,3.2487,4,4,2011,2100,124,53750,3.2487,3,0
1991,0,8.4133,2,2,2012,1414,123,67850,4.2483,2,0
1982,1,12.4117,5,3,2010,1404,100,57100,5.6644,1,0
1981,1,11.9952,3,1,2009,2006,119,52100,7.0805,0,0
1993,1,5.9976,9,3,2004,1264,103,31800,5.4145,2,1
1975,0,12.2451,3,2,2011,1506,100,57900,3.332,0,0
1987,1,4.2483,5,2,2006,1704,217,33650,1.4161,3,1
1979,1,13.328,3,1,2002,1848,284,31800,1.7493,1,0
1989,0,6.7473,4,4,2005,1708,189,36400,2.0825,1,0
1977,1,10.7457,3,3,2007,1406,116,39100,4.9147,0,0
1984,0,12.1618,2,1,2013,1612,272,66550,2.499,3,0
